PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 1064nm	Range Auto	Sens 300,33E-3 V/W	Zero -319,59E-6  V
24/09/2026 19:37:11,693 	1,1033E-3	W
24/09/2026 19:37:11,719 	1,1041E-3	W
24/09/2026 19:37:11,759 	1,1033E-3	W
24/09/2026 19:37:11,773 	1,1036E-3	W
24/09/2026 19:37:11,818 	1,1045E-3	W
24/09/2026 19:37:11,834 	1,1041E-3	W
24/09/2026 19:37:11,864 	1,1038E-3	W
24/09/2026 19:37:11,906 	1,1039E-3	W
24/09/2026 19:37:11,919 	1,1041E-3	W
24/09/2026 19:37:11,964 	1,1041E-3	W
24/09/2026 19:37:11,979 	1,1039E-3	W
24/09/2026 19:37:12,015 	1,1041E-3	W
24/09/2026 19:37:12,069 	1,1039E-3	W
24/09/2026 19:37:12,083 	1,1030E-3	W
24/09/2026 19:37:12,115 	1,1029E-3	W
24/09/2026 19:37:12,175 	1,1040E-3	W
24/09/2026 19:37:12,187 	1,1037E-3	W
24/09/2026 19:37:12,237 	1,1039E-3	W
24/09/2026 19:37:12,264 	1,1039E-3	W
24/09/2026 19:37:12,318 	1,1045E-3	W
24/09/2026 19:37:12,332 	1,1046E-3	W
24/09/2026 19:37:12,390 	1,1041E-3	W
24/09/2026 19:37:12,414 	1,1042E-3	W
24/09/2026 19:37:12,470 	1,1037E-3	W
24/09/2026 19:37:12,484 	1,1036E-3	W
24/09/2026 19:37:12,541 	1,1038E-3	W
24/09/2026 19:37:12,557 	1,1036E-3	W
24/09/2026 19:37:12,610 	1,1027E-3	W
24/09/2026 19:37:12,624 	1,1034E-3	W
24/09/2026 19:37:12,691 	1,1028E-3	W
24/09/2026 19:37:12,714 	1,1031E-3	W
24/09/2026 19:37:12,771 	1,1035E-3	W
24/09/2026 19:37:12,785 	1,1033E-3	W
24/09/2026 19:37:12,843 	1,1023E-3	W
24/09/2026 19:37:12,866 	1,1031E-3	W
24/09/2026 19:37:12,926 	1,1031E-3	W
24/09/2026 19:37:12,944 	1,1031E-3	W
24/09/2026 19:37:12,999 	1,1034E-3	W
24/09/2026 19:37:13,017 	1,1031E-3	W
24/09/2026 19:37:13,068 	1,1031E-3	W
24/09/2026 19:37:13,082 	1,1039E-3	W
24/09/2026 19:37:13,145 	1,1039E-3	W
24/09/2026 19:37:13,161 	1,1037E-3	W
24/09/2026 19:37:13,216 	1,1039E-3	W
24/09/2026 19:37:13,233 	1,1035E-3	W
24/09/2026 19:37:13,292 	1,1042E-3	W
24/09/2026 19:37:13,315 	1,1027E-3	W
24/09/2026 19:37:13,371 	1,1037E-3	W
24/09/2026 19:37:13,383 	1,1035E-3	W
24/09/2026 19:37:13,439 	1,1036E-3	W
24/09/2026 19:37:13,465 	1,1037E-3	W
24/09/2026 19:37:13,527 	1,1036E-3	W
24/09/2026 19:37:13,544 	1,1036E-3	W
24/09/2026 19:37:13,600 	1,1041E-3	W
24/09/2026 19:37:13,616 	1,1045E-3	W
24/09/2026 19:37:13,673 	1,1041E-3	W
24/09/2026 19:37:13,688 	1,1039E-3	W
24/09/2026 19:37:13,741 	1,1035E-3	W
24/09/2026 19:37:13,757 	1,1038E-3	W
24/09/2026 19:37:13,815 	1,1039E-3	W
24/09/2026 19:37:13,833 	1,1031E-3	W
24/09/2026 19:37:13,866 	1,1045E-3	W
24/09/2026 19:37:13,922 	1,1033E-3	W
24/09/2026 19:37:13,938 	1,1036E-3	W
24/09/2026 19:37:13,995 	1,1049E-3	W
24/09/2026 19:37:14,014 	1,1046E-3	W
24/09/2026 19:37:14,070 	1,1039E-3	W
24/09/2026 19:37:14,084 	1,1040E-3	W
24/09/2026 19:37:14,142 	1,1041E-3	W
24/09/2026 19:37:14,158 	1,1044E-3	W
24/09/2026 19:37:14,217 	1,1037E-3	W
24/09/2026 19:37:14,232 	1,1048E-3	W
24/09/2026 19:37:14,291 	1,1044E-3	W
24/09/2026 19:37:14,314 	1,1047E-3	W
24/09/2026 19:37:14,370 	1,1044E-3	W
24/09/2026 19:37:14,384 	1,1043E-3	W
24/09/2026 19:37:14,437 	1,1043E-3	W
24/09/2026 19:37:14,463 	1,1051E-3	W
24/09/2026 19:37:14,520 	1,1052E-3	W
24/09/2026 19:37:14,535 	1,1047E-3	W
24/09/2026 19:37:14,589 	1,1045E-3	W
24/09/2026 19:37:14,615 	1,1041E-3	W
24/09/2026 19:37:14,667 	1,1046E-3	W
24/09/2026 19:37:14,683 	1,1046E-3	W
24/09/2026 19:37:14,739 	1,1047E-3	W
24/09/2026 19:37:14,752 	1,1046E-3	W
24/09/2026 19:37:14,791 	1,1049E-3	W
24/09/2026 19:37:14,816 	1,1051E-3	W
24/09/2026 19:37:14,869 	1,1051E-3	W
24/09/2026 19:37:14,883 	1,1051E-3	W
24/09/2026 19:37:14,938 	1,1053E-3	W
24/09/2026 19:37:14,951 	1,1050E-3	W
24/09/2026 19:37:15,010 	1,1055E-3	W
24/09/2026 19:37:15,026 	1,1056E-3	W
24/09/2026 19:37:15,060 	1,1053E-3	W
24/09/2026 19:37:15,118 	1,1064E-3	W
24/09/2026 19:37:15,130 	1,1056E-3	W
24/09/2026 19:37:15,193 	1,1060E-3	W
24/09/2026 19:37:15,215 	1,1060E-3	W
24/09/2026 19:37:15,269 	1,1058E-3	W
24/09/2026 19:37:15,283 	1,1056E-3	W
24/09/2026 19:37:15,339 	1,1066E-3	W
24/09/2026 19:37:15,352 	1,1062E-3	W
24/09/2026 19:37:15,397 	1,1059E-3	W
24/09/2026 19:37:15,416 	1,1064E-3	W
24/09/2026 19:37:15,472 	1,1059E-3	W
24/09/2026 19:37:15,486 	1,1062E-3	W
24/09/2026 19:37:15,541 	1,1061E-3	W
24/09/2026 19:37:15,557 	1,1062E-3	W
24/09/2026 19:37:15,610 	1,1068E-3	W
24/09/2026 19:37:15,625 	1,1071E-3	W
24/09/2026 19:37:15,660 	1,1076E-3	W
24/09/2026 19:37:15,727 	1,1078E-3	W
24/09/2026 19:37:15,742 	1,1073E-3	W
24/09/2026 19:37:15,800 	1,1072E-3	W
24/09/2026 19:37:15,816 	1,1081E-3	W
24/09/2026 19:37:15,873 	1,1082E-3	W
24/09/2026 19:37:15,887 	1,1081E-3	W
24/09/2026 19:37:15,940 	1,1081E-3	W
24/09/2026 19:37:15,954 	1,1074E-3	W
24/09/2026 19:37:15,997 	1,1078E-3	W
24/09/2026 19:37:16,015 	1,1086E-3	W
24/09/2026 19:37:16,073 	1,1073E-3	W
24/09/2026 19:37:16,087 	1,1085E-3	W
24/09/2026 19:37:16,142 	1,1086E-3	W
24/09/2026 19:37:16,158 	1,1088E-3	W
24/09/2026 19:37:16,215 	1,1086E-3	W
24/09/2026 19:37:16,229 	1,1083E-3	W
24/09/2026 19:37:16,264 	1,1092E-3	W
24/09/2026 19:37:16,325 	1,1086E-3	W
24/09/2026 19:37:16,344 	1,1086E-3	W
24/09/2026 19:37:16,397 	1,1091E-3	W
24/09/2026 19:37:16,415 	1,1091E-3	W
24/09/2026 19:37:16,470 	1,1094E-3	W
24/09/2026 19:37:16,484 	1,1090E-3	W
24/09/2026 19:37:16,516 	1,1091E-3	W
24/09/2026 19:37:16,570 	1,1101E-3	W
