time_s,voltage_V
-9.000000000000000228e-06,-4.000000000000000083e-02
-8.990000000000000324e-06,-4.000000000000000083e-02
-8.980000000000000419e-06,-2.000000000000000042e-02
-8.970000000000000515e-06,-2.000000000000000042e-02
-8.960000000000000611e-06,0.000000000000000000e+00
-8.950000000000000707e-06,-4.000000000000000083e-02
-8.940000000000000802e-06,-2.000000000000000042e-02
-8.930000000000000898e-06,-2.000000000000000042e-02
-8.920000000000000994e-06,-4.000000000000000083e-02
-8.909999999999999396e-06,-2.000000000000000042e-02
-8.899999999999999491e-06,-4.000000000000000083e-02
-8.889999999999999587e-06,-5.999999999999999778e-02
-8.879999999999999683e-06,-2.000000000000000042e-02
-8.869999999999999779e-06,-4.000000000000000083e-02
-8.859999999999999874e-06,-2.000000000000000042e-02
-8.849999999999999970e-06,-4.000000000000000083e-02
-8.840000000000000066e-06,-4.000000000000000083e-02
-8.830000000000000162e-06,-2.000000000000000042e-02
-8.820000000000000257e-06,-2.000000000000000042e-02
-8.810000000000000353e-06,-4.000000000000000083e-02
-8.800000000000000449e-06,-4.000000000000000083e-02
-8.790000000000000545e-06,-4.000000000000000083e-02
-8.780000000000000640e-06,-4.000000000000000083e-02
-8.770000000000000736e-06,-4.000000000000000083e-02
-8.760000000000000832e-06,-4.000000000000000083e-02
-8.750000000000000928e-06,-2.000000000000000042e-02
-8.740000000000001023e-06,-4.000000000000000083e-02
-8.729999999999999425e-06,-4.000000000000000083e-02
-8.719999999999999521e-06,-4.000000000000000083e-02
-8.709999999999999616e-06,-4.000000000000000083e-02
-8.699999999999999712e-06,-2.000000000000000042e-02
-8.689999999999999808e-06,-4.000000000000000083e-02
-8.679999999999999904e-06,-2.000000000000000042e-02
-8.669999999999999999e-06,-4.000000000000000083e-02
-8.660000000000000095e-06,-2.000000000000000042e-02
-8.650000000000000191e-06,-5.999999999999999778e-02
-8.640000000000000287e-06,-4.000000000000000083e-02
-8.630000000000000382e-06,-4.000000000000000083e-02
-8.620000000000000478e-06,-5.999999999999999778e-02
-8.610000000000000574e-06,-4.000000000000000083e-02
-8.600000000000000670e-06,-2.000000000000000042e-02
-8.590000000000000765e-06,-5.999999999999999778e-02
-8.580000000000000861e-06,-4.000000000000000083e-02
-8.570000000000000957e-06,-4.000000000000000083e-02
-8.559999999999999359e-06,-4.000000000000000083e-02
-8.549999999999999454e-06,-4.000000000000000083e-02
-8.539999999999999550e-06,-5.999999999999999778e-02
-8.529999999999999646e-06,-4.000000000000000083e-02
-8.519999999999999742e-06,-2.000000000000000042e-02
-8.509999999999999837e-06,-5.999999999999999778e-02
-8.499999999999999933e-06,0.000000000000000000e+00
-8.490000000000000029e-06,-2.000000000000000042e-02
-8.480000000000000124e-06,-2.000000000000000042e-02
-8.470000000000000220e-06,-4.000000000000000083e-02
-8.460000000000000316e-06,-4.000000000000000083e-02
-8.450000000000000412e-06,-2.000000000000000042e-02
-8.440000000000000507e-06,-2.000000000000000042e-02
-8.430000000000000603e-06,-4.000000000000000083e-02
-8.420000000000000699e-06,-4.000000000000000083e-02
-8.410000000000000795e-06,-2.000000000000000042e-02
-8.400000000000000890e-06,-4.000000000000000083e-02
-8.390000000000000986e-06,-2.000000000000000042e-02
-8.380000000000001082e-06,-2.000000000000000042e-02
-8.369999999999999484e-06,-2.000000000000000042e-02
-8.359999999999999579e-06,-4.000000000000000083e-02
-8.349999999999999675e-06,-4.000000000000000083e-02
-8.339999999999999771e-06,-5.999999999999999778e-02
-8.329999999999999867e-06,-2.000000000000000042e-02
-8.319999999999999962e-06,-4.000000000000000083e-02
-8.310000000000000058e-06,-2.000000000000000042e-02
-8.300000000000000154e-06,-5.999999999999999778e-02
-8.290000000000000250e-06,-2.000000000000000042e-02
-8.280000000000000345e-06,-4.000000000000000083e-02
-8.270000000000000441e-06,-4.000000000000000083e-02
-8.260000000000000537e-06,-5.999999999999999778e-02
-8.250000000000000633e-06,-2.000000000000000042e-02
