time_s,voltage_V
-8.199999999999999841e-07,-2.024000000000000199e+01
-8.190000000000000148e-07,-2.024000000000000199e+01
-8.179999999999999397e-07,-2.024000000000000199e+01
-8.169999999999999704e-07,-2.024000000000000199e+01
-8.160000000000000012e-07,-2.016000000000000014e+01
-8.150000000000000319e-07,-2.024000000000000199e+01
-8.139999999999999568e-07,-2.024000000000000199e+01
-8.129999999999999876e-07,-2.032000000000000028e+01
-8.120000000000000183e-07,-2.024000000000000199e+01
-8.109999999999999432e-07,-2.032000000000000028e+01
-8.099999999999999739e-07,-2.032000000000000028e+01
-8.090000000000000047e-07,-2.032000000000000028e+01
-8.079999999999999296e-07,-2.024000000000000199e+01
-8.069999999999999603e-07,-2.032000000000000028e+01
-8.059999999999999911e-07,-2.024000000000000199e+01
-8.050000000000000218e-07,-2.016000000000000014e+01
-8.039999999999999467e-07,-2.024000000000000199e+01
-8.029999999999999774e-07,-2.024000000000000199e+01
-8.020000000000000082e-07,-2.016000000000000014e+01
-8.009999999999999330e-07,-2.016000000000000014e+01
-7.999999999999999638e-07,-2.024000000000000199e+01
-7.989999999999999945e-07,-2.024000000000000199e+01
-7.980000000000000253e-07,-2.024000000000000199e+01
-7.969999999999999502e-07,-2.024000000000000199e+01
-7.959999999999999809e-07,-2.016000000000000014e+01
-7.950000000000000117e-07,-2.024000000000000199e+01
-7.939999999999999365e-07,-2.024000000000000199e+01
-7.929999999999999673e-07,-2.016000000000000014e+01
-7.919999999999999980e-07,-2.024000000000000199e+01
-7.910000000000000288e-07,-2.016000000000000014e+01
-7.899999999999999537e-07,-2.008000000000000185e+01
-7.889999999999999844e-07,-2.032000000000000028e+01
-7.880000000000000152e-07,-2.024000000000000199e+01
-7.869999999999999400e-07,-2.016000000000000014e+01
-7.859999999999999708e-07,-2.024000000000000199e+01
-7.850000000000000015e-07,-2.016000000000000014e+01
-7.840000000000000323e-07,-2.024000000000000199e+01
-7.829999999999999572e-07,-2.024000000000000199e+01
-7.819999999999999879e-07,-2.024000000000000199e+01
-7.810000000000000187e-07,-2.024000000000000199e+01
-7.799999999999999435e-07,-2.024000000000000199e+01
-7.789999999999999743e-07,-2.024000000000000199e+01
-7.780000000000000050e-07,-2.032000000000000028e+01
-7.769999999999999299e-07,-2.024000000000000199e+01
-7.759999999999999606e-07,-2.024000000000000199e+01
-7.749999999999999914e-07,-2.024000000000000199e+01
-7.740000000000000221e-07,-2.016000000000000014e+01
-7.729999999999999470e-07,-2.024000000000000199e+01
-7.719999999999999778e-07,-2.024000000000000199e+01
-7.710000000000000085e-07,-2.024000000000000199e+01
-7.699999999999999334e-07,-2.016000000000000014e+01
-7.689999999999999641e-07,-2.024000000000000199e+01
-7.679999999999999949e-07,-2.024000000000000199e+01
-7.670000000000000256e-07,-2.016000000000000014e+01
-7.659999999999999505e-07,-2.032000000000000028e+01
-7.649999999999999813e-07,-2.032000000000000028e+01
-7.640000000000000120e-07,-2.024000000000000199e+01
-7.629999999999999369e-07,-2.032000000000000028e+01
-7.619999999999999676e-07,-2.024000000000000199e+01
-7.609999999999999984e-07,-2.024000000000000199e+01
-7.599999999999999233e-07,-2.024000000000000199e+01
-7.589999999999999540e-07,-2.024000000000000199e+01
-7.579999999999999848e-07,-2.016000000000000014e+01
-7.570000000000000155e-07,-2.024000000000000199e+01
-7.559999999999999404e-07,-2.024000000000000199e+01
-7.549999999999999711e-07,-2.032000000000000028e+01
-7.540000000000000019e-07,-2.024000000000000199e+01
-7.530000000000000326e-07,-2.024000000000000199e+01
-7.519999999999999575e-07,-2.024000000000000199e+01
-7.509999999999999883e-07,-2.024000000000000199e+01
-7.500000000000000190e-07,-2.016000000000000014e+01
