PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 1064nm	Range Auto	Sens 300,33E-3 V/W	Zero -319,59E-6  V
17/09/2026 16:20:40,791 	1,3232E-3	W
17/09/2026 16:20:40,846 	1,3227E-3	W
17/09/2026 16:20:40,860 	1,3225E-3	W
17/09/2026 16:20:40,915 	1,3226E-3	W
17/09/2026 16:20:40,929 	1,3225E-3	W
17/09/2026 16:20:40,984 	1,3223E-3	W
17/09/2026 16:20:41,025 	1,3226E-3	W
17/09/2026 16:20:41,085 	1,3226E-3	W
17/09/2026 16:20:41,101 	1,3223E-3	W
17/09/2026 16:20:41,158 	1,3226E-3	W
17/09/2026 16:20:41,172 	1,3226E-3	W
17/09/2026 16:20:41,234 	1,3228E-3	W
17/09/2026 16:20:41,249 	1,3226E-3	W
17/09/2026 16:20:41,314 	1,3226E-3	W
17/09/2026 16:20:41,328 	1,3225E-3	W
17/09/2026 16:20:41,393 	1,3227E-3	W
17/09/2026 16:20:41,409 	1,3220E-3	W
17/09/2026 16:20:41,477 	1,3221E-3	W
17/09/2026 16:20:41,490 	1,3224E-3	W
17/09/2026 16:20:41,562 	1,3218E-3	W
17/09/2026 16:20:41,577 	1,3224E-3	W
17/09/2026 16:20:41,648 	1,3218E-3	W
17/09/2026 16:20:41,661 	1,3219E-3	W
17/09/2026 16:20:41,745 	1,3213E-3	W
17/09/2026 16:20:41,761 	1,3223E-3	W
17/09/2026 16:20:41,855 	1,3214E-3	W
17/09/2026 16:20:41,868 	1,3222E-3	W
17/09/2026 16:20:41,944 	1,3217E-3	W
17/09/2026 16:20:41,959 	1,3221E-3	W
17/09/2026 16:20:42,034 	1,3218E-3	W
17/09/2026 16:20:42,049 	1,3221E-3	W
17/09/2026 16:20:42,127 	1,3220E-3	W
17/09/2026 16:20:42,141 	1,3220E-3	W
17/09/2026 16:20:42,223 	1,3224E-3	W
17/09/2026 16:20:42,257 	1,3222E-3	W
17/09/2026 16:20:42,335 	1,3227E-3	W
17/09/2026 16:20:42,351 	1,3228E-3	W
17/09/2026 16:20:42,431 	1,3231E-3	W
17/09/2026 16:20:42,445 	1,3231E-3	W
17/09/2026 16:20:42,528 	1,3230E-3	W
17/09/2026 16:20:42,556 	1,3228E-3	W
17/09/2026 16:20:42,635 	1,3227E-3	W
17/09/2026 16:20:42,649 	1,3229E-3	W
